UDI,Product ID,Type,Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,rpm_boxcox,power,temp_diff 
238,M15097,M,298.0,308.1,36.6,190,0,0,0,0,0,0,0.31595430690964665,11.563927632893067,10.100000000000023
239,L47418,L,297.9,308.1,50.3,193,0,0,0,0,0,0,0.3159543068994205,15.89250163704085,10.200000000000045
240,L47419,L,298.0,308.2,30.6,195,0,0,0,0,0,0,0.3159543069124397,9.668201791520655,10.199999999999989
241,M15100,M,298.0,308.1,51.6,197,0,0,0,0,0,0,0.3159543068947164,16.303242235767364,10.100000000000023
242,L47421,L,298.0,308.1,24.3,200,0,0,0,0,0,0,0.3159543069183868,7.677689658116799,10.100000000000023
243,L47422,L,298.0,308.2,58.8,202,1,0,0,0,1,0,0.31595430689555537,18.578113245458656,10.199999999999989
244,L47423,L,298.0,308.2,44.1,204,0,0,0,0,0,0,0.3159543069030785,13.933584934425763,10.199999999999989
245,M15104,M,298.0,308.2,49.1,206,0,0,0,0,0,0,0.31595430689958043,15.5133564687694,10.199999999999989
246,M15105,M,297.9,308.1,31.4,209,0,0,0,0,0,0,0.3159543069131259,9.920965237072153,10.200000000000045
247,L47426,L,297.9,308.1,33.5,212,0,0,0,0,0,0,0.3159543069112621,10.58446928152728,10.200000000000045
248,L47427,L,298.0,308.2,45.5,214,0,0,0,0,0,0,0.31595430690488263,14.37592096417216,10.199999999999989
249,L47428,L,298.0,308.3,56.8,216,1,0,0,0,1,0,0.31595430689681503,17.946204631739093,10.300000000000011
250,L47429,L,298.0,308.3,56.2,218,1,0,0,0,1,0,0.31595430690036574,17.756632047800554,10.300000000000011
251,L47430,L,298.0,308.3,32.7,0,0,0,0,0,0,0,0.31595430691453297,10.331705836105229,10.300000000000011
252,M15111,M,298.0,308.2,42.6,2,0,0,0,0,0,0,0.31595430690468895,13.459653474139749,10.199999999999989
253,L47432,L,298.0,308.2,35.8,5,0,0,0,0,0,0,0.31595430691282916,11.311164187479283,10.199999999999989
254,L47433,L,298.0,308.2,48.2,7,0,0,0,0,0,0,0.3159543068963714,15.228997592405102,10.199999999999989
255,L47434,L,298.0,308.2,37.9,9,0,0,0,0,0,0,0.3159543069076001,11.974668231798045,10.199999999999989
256,L47435,L,298.0,308.2,40.4,11,0,0,0,0,0,0,0.31595430690613263,12.764553999007758,10.199999999999989
257,L47436,L,298.1,308.3,63.0,13,0,0,0,0,0,0,0.31595430689395065,19.905121334318892,10.199999999999989
258,L47437,L,298.0,308.0,29.5,15,0,0,0,0,0,0,0.3159543069126139,9.32065205392211,10.0
259,L47438,L,298.1,308.2,37.9,17,0,0,0,0,0,0,0.3159543069057031,11.974668231726147,10.099999999999966
260,M15119,M,298.1,308.2,63.9,19,1,0,0,1,0,0,0.31595430690150106,20.189480211005918,10.099999999999966
261,M15120,M,298.2,308.3,49.1,22,0,0,0,0,0,0,0.3159543069080487,15.513356469185192,10.100000000000023
262,L47441,L,298.1,308.2,32.1,25,0,0,0,0,0,0,0.31595430691422227,10.142133251946536,10.099999999999966
263,M15122,M,298.1,308.2,26.8,27,0,0,0,0,0,0,0.3159543069171338,8.467575425379186,10.099999999999966
264,M15123,M,298.0,308.1,32.3,30,0,0,0,0,0,0,0.3159543069113555,10.205324113236783,10.100000000000023
265,L47444,L,298.1,308.2,47.5,33,0,0,0,0,0,0,0.31595430689917886,15.007829577710996,10.099999999999966
266,L47445,L,298.0,308.1,37.1,35,0,0,0,0,0,0,0.3159543069038976,11.721904786134601,10.100000000000023
267,H29680,H,298.0,308.1,43.7,37,0,0,0,0,0,0,0.31595430690293924,13.807203211658445,10.100000000000023
268,L47447,L,297.9,308.0,21.1,42,0,0,0,0,0,0,0.31595430692262905,6.666635876067473,10.100000000000023
269,H29682,H,297.9,308.0,24.8,44,0,0,0,0,0,0,0.3159543069190386,7.835666811592157,10.100000000000023
270,L47449,L,298.0,308.0,37.0,49,0,0,0,0,0,0,0.31595430690815934,11.690309355601896,10.0
271,H29684,H,298.0,308.0,39.6,51,0,0,0,0,0,0,0.31595430690793747,12.511790553554324,10.0
272,M15131,M,298.1,308.1,40.8,56,0,0,0,0,0,0,0.315954306903763,12.89093572167353,10.0
273,L47452,L,298.1,308.1,40.4,59,0,0,0,0,0,0,0.3159543069058267,12.764553998995398,10.0
274,L47453,L,298.1,308.0,46.0,61,0,0,0,0,0,0,0.3159543069019413,14.5338981174893,9.899999999999977
275,L47454,L,298.1,308.0,28.5,63,0,0,0,0,0,0,0.3159543069141436,9.004697747053093,9.899999999999977
276,L47455,L,298.0,308.0,54.7,65,0,0,0,0,0,0,0.3159543069000544,17.282700587432977,10.0
277,M15136,M,298.0,307.9,26.6,67,0,0,0,0,0,0,0.3159543069175754,8.404384564007506,9.899999999999977
278,H29691,H,298.0,308.0,50.7,70,0,0,0,0,0,0,0.3159543069055164,16.018883360109683,10.0
279,M15138,M,298.0,308.0,29.4,75,0,0,0,0,0,0,0.31595430691282916,9.289056623237178,10.0
280,L47459,L,298.0,308.1,23.4,78,0,0,0,0,0,0,0.3159543069195515,7.393330781917505,10.100000000000023
281,M15140,M,298.1,308.1,43.7,80,0,0,0,0,0,0,0.31595430690403137,13.807203211706172,10.0
282,L47461,L,298.1,308.0,36.5,83,0,0,0,0,0,0,0.31595430691308385,11.532332202327561,9.899999999999977
283,M15142,M,298.1,308.1,49.8,85,0,0,0,0,0,0,0.31595430689917886,15.734524483579106,10.0
284,L47463,L,298.2,308.2,43.0,88,0,0,0,0,0,0,0.31595430690488263,13.586035196909954,10.0
285,L47464,L,298.2,308.3,19.2,90,0,0,0,0,0,0,0.31595430692434967,6.066322692947513,10.100000000000023
286,L47465,L,298.2,308.3,36.0,92,0,0,0,0,0,0,0.3159543069104475,11.37435504877611,10.100000000000023
287,L47466,L,298.2,308.3,33.2,94,0,0,0,0,0,0,0.3159543069114485,10.489682989460091,10.100000000000023
288,L47467,L,298.2,308.3,31.6,96,0,0,0,0,0,0,0.31595430691917575,9.984156098645954,10.100000000000023
289,H29702,H,298.2,308.4,42.2,98,0,0,0,0,0,0,0.31595430689877124,13.333271751128148,10.199999999999989
290,L47469,L,298.1,308.4,46.7,103,0,0,0,0,0,0,0.31595430690265824,14.755066132354141,10.299999999999955
291,L47470,L,298.1,308.4,45.6,105,0,0,0,0,0,0,0.31595430690279913,14.40751639476764,10.299999999999955
292,L47471,L,298.0,308.3,42.6,107,0,0,0,0,0,0,0.3159543069051383,13.459653474158893,10.300000000000011
293,L47472,L,298.1,308.4,40.2,109,0,0,0,0,0,0,0.3159543068943359,12.701363137152304,10.299999999999955
294,H29707,H,298.1,308.5,44.8,111,0,0,0,0,0,0,0.3159543068993402,14.154752949090438,10.399999999999977
295,M15154,M,298.1,308.5,51.1,116,0,0,0,0,0,0,0.3159543068976824,16.14526508247157,10.399999999999977
296,M15155,M,298.1,308.6,30.7,119,0,0,0,0,0,0,0.3159543069164766,9.69979722233583,10.5
297,L47476,L,298.0,308.5,46.2,122,0,0,0,0,0,0,0.31595430689958043,14.597088978760617,10.5
298,L47477,L,298.0,308.5,25.3,124,0,0,0,0,0,0,0.31595430691637516,7.993643964984292,10.5
299,H29712,H,297.9,308.5,18.7,126,0,0,0,0,0,0,0.31595430692550663,5.908345539506974,10.600000000000023
300,M15159,M,297.8,308.3,35.6,131,0,0,0,0,0,0,0.3159543069103985,11.247973326010188,10.5
301,L47480,L,297.8,308.4,38.3,134,0,0,0,0,0,0,0.3159543069129145,12.101049954764624,10.599999999999966
302,L47481,L,297.7,308.4,27.1,136,0,0,0,0,0,0,0.31595430691726145,8.562361717457787,10.699999999999989
303,H29716,H,297.8,308.4,35.1,138,0,0,0,0,0,0,0.31595430690748644,11.089996172452775,10.599999999999966
304,M15163,M,297.8,308.4,43.5,143,0,0,0,0,0,0,0.3159543069055164,13.744012350389964,10.599999999999966
305,L47484,L,297.8,308.4,27.5,146,0,0,0,0,0,0,0.3159543069171658,8.68874344022206,10.599999999999966
306,L47485,L,297.8,308.4,19.2,148,0,0,0,0,0,0,0.31595430692550663,6.066322692969727,10.599999999999966
307,L47486,L,297.8,308.4,47.1,150,0,0,0,0,0,0,0.3159543068978527,14.881447854888863,10.599999999999966
308,M15167,M,297.8,308.4,36.6,152,0,0,0,0,0,0,0.31595430691097875,11.563927632941823,10.599999999999966
309,L47488,L,297.9,308.5,47.2,155,0,0,0,0,0,0,0.31595430689132487,14.913043285270534,10.600000000000023
310,M15169,M,297.9,308.5,40.8,157,0,0,0,0,0,0,0.31595430690355975,12.890935721665237,10.600000000000023
311,H29724,H,298.0,308.6,41.8,160,0,0,0,0,0,0,0.31595430690826937,13.206890028765658,10.600000000000023
312,M15171,M,298.0,308.6,44.1,165,0,0,0,0,0,0,0.31595430690383036,13.933584934458919,10.600000000000023
313,L47492,L,297.9,308.6,36.0,168,0,0,0,0,0,0,0.31595430690481824,11.374355048573456,10.700000000000045
314,L47493,L,298.0,308.6,50.8,170,0,0,0,0,0,0,0.3159543068921559,16.05047879012152,10.600000000000023
315,M15174,M,297.9,308.5,53.0,172,0,0,0,0,0,0,0.3159543068907946,16.745578265212114,10.600000000000023
316,L47495,L,297.9,308.4,40.6,175,0,0,0,0,0,0,0.3159543069139052,12.827744860704552,10.5
317,L47496,L,297.8,308.4,33.2,177,0,0,0,0,0,0,0.3159543069164091,10.489682989624782,10.599999999999966
318,L47497,L,297.8,308.4,28.4,179,0,0,0,0,0,0,0.31595430691539256,8.973102316397148,10.599999999999966
319,L47498,L,297.8,308.4,39.9,181,0,0,0,0,0,0,0.31595430690748644,12.606576845608709,10.599999999999966
320,L47499,L,297.8,308.4,32.1,183,0,0,0,0,0,0,0.3159543069124834,10.142133251890717,10.599999999999966
321,H29734,H,297.8,308.4,38.2,185,0,0,0,0,0,0,0.31595430690954407,12.069454523944584,10.599999999999966
322,L47501,L,297.8,308.4,32.5,190,0,0,0,0,0,0,0.3159543069078256,10.268514974504333,10.599999999999966
323,L47502,L,297.8,308.5,40.0,192,0,0,0,0,0,0,0.3159543069034916,12.638172276139663,10.699999999999989
324,L47503,L,297.8,308.5,46.3,194,0,0,0,0,0,0,0.31595430691010135,14.62868440993769,10.699999999999989
325,M15184,M,297.8,308.5,41.9,196,0,0,0,0,0,0,0.3159543069060718,13.238485459364407,10.699999999999989
326,L47505,L,297.8,308.5,27.8,199,0,0,0,0,0,0,0.3159543069158923,8.783529732261806,10.699999999999989
327,L47506,L,297.7,308.5,41.4,201,0,0,0,0,0,0,0.3159543069068497,13.080508305943578,10.800000000000011
328,L47507,L,297.7,308.5,56.7,203,1,0,0,0,1,0,0.31595430689776766,17.914609201103428,10.800000000000011
329,H29742,H,297.6,308.4,31.4,205,0,0,0,0,0,0,0.31595430691603194,9.920965237163403,10.799999999999955
330,H29743,H,297.7,308.5,29.9,210,0,0,0,0,0,0,0.31595430691661053,9.447033776806654,10.800000000000011
331,M15190,M,297.6,308.4,41.9,215,0,0,0,0,0,0,0.31595430689981846,13.238485459102392,10.799999999999955
332,M15191,M,297.6,308.4,51.9,218,0,0,0,0,0,0,0.31595430689925963,16.398028528071574,10.799999999999955
333,M15192,M,297.6,308.3,40.2,0,0,0,0,0,0,0,0.31595430690891707,12.701363137738467,10.699999999999989
334,L47513,L,297.5,308.2,31.3,3,0,0,0,0,0,0,0.3159543069139452,9.889369806406485,10.699999999999989
335,M15194,M,297.5,308.1,44.8,5,0,0,0,0,0,0,0.31595430690488263,14.154752949338741,10.600000000000023
336,L47515,L,297.4,308.1,25.9,8,0,0,0,0,0,0,0.31595430691754434,8.183216549164397,10.700000000000045
337,M15196,M,297.6,308.2,20.5,10,0,0,0,0,0,0,0.31595430692339893,6.477063291929678,10.599999999999966
338,L47517,L,297.6,308.3,27.7,13,0,0,0,0,0,0,0.31595430691732485,8.751934301609898,10.699999999999989
339,L47518,L,297.5,308.2,38.2,15,0,0,0,0,0,0,0.3159543069102009,12.069454523969675,10.699999999999989
340,M15199,M,297.5,308.2,32.2,17,0,0,0,0,0,0,0.31595430691637516,10.173728682707281,10.699999999999989
341,L47520,L,297.4,308.1,39.4,20,0,0,0,0,0,0,0.31595430690520176,12.448599692064949,10.700000000000045
342,M15201,M,297.4,308.2,32.6,22,0,0,0,0,0,0,0.31595430690848764,10.300110405216698,10.800000000000011
343,L47522,L,297.4,308.2,46.5,25,0,0,0,0,0,0,0.3159543069050108,14.691875271083003,10.800000000000011
344,L47523,L,297.5,308.3,48.6,27,0,0,0,0,0,0,0.31595430689901655,15.355379315292204,10.800000000000011
345,M15204,M,297.5,308.2,13.8,29,0,0,0,0,0,0,0.31595430692880266,4.360169435617477,10.699999999999989
346,L47525,L,297.5,308.3,32.9,32,0,0,0,0,0,0,0.3159543069112621,10.394896697380522,10.800000000000011
347,M15206,M,297.5,308.3,45.2,34,0,0,0,0,0,0,0.3159543069042306,14.281134672071223,10.800000000000011
348,L47527,L,297.5,308.3,40.8,37,0,0,0,0,0,0,0.3159543069092331,12.89093572189671,10.800000000000011
349,L47528,L,297.6,308.3,31.7,39,0,0,0,0,0,0,0.3159543069127003,10.0157515291326,10.699999999999989
350,L47529,L,297.6,308.3,34.3,41,0,0,0,0,0,0,0.3159543069117245,10.837232727072148,10.699999999999989
351,H29764,H,297.6,308.3,44.3,43,0,0,0,0,0,0,0.315954306899976,13.996775795668936,10.699999999999989
352,M15211,M,297.6,308.4,31.0,48,0,0,0,0,0,0,0.3159543069124397,9.79458351428563,10.799999999999955
353,M15212,M,297.6,308.4,46.0,51,0,0,0,0,0,0,0.3159543069071994,14.533898117731171,10.799999999999955
354,H29767,H,297.5,308.3,30.0,54,0,0,0,0,0,0,0.3159543069149876,9.478629207449629,10.800000000000011
355,L47534,L,297.6,308.3,34.3,59,0,0,0,0,0,0,0.3159543069143784,10.83723272716318,10.699999999999989
356,L47535,L,297.6,308.3,36.9,61,0,0,0,0,0,0,0.315954306912957,11.658713925088113,10.699999999999989
357,M15216,M,297.6,308.4,48.9,63,0,0,0,0,0,0,0.31595430689981846,15.450165607401122,10.799999999999955
358,L47537,L,297.6,308.4,34.2,66,0,0,0,0,0,0,0.3159543069077695,10.805637296245717,10.799999999999955
359,M15218,M,297.6,308.3,36.7,68,0,0,0,0,0,0,0.31595430690475373,11.595523063404462,10.699999999999989
360,M15219,M,297.6,308.3,34.6,71,0,0,0,0,0,0,0.3159543069103985,10.932019019099789,10.699999999999989
361,M15220,M,297.5,308.3,38.2,74,0,0,0,0,0,0,0.31595430690799314,12.069454523885339,10.800000000000011
362,L47541,L,297.5,308.3,36.8,77,0,0,0,0,0,0,0.31595430691177007,11.627118494353137,10.800000000000011
363,H29776,H,297.6,308.3,30.9,79,0,0,0,0,0,0,0.31595430691366316,9.762988083632191,10.699999999999989
364,L47543,L,297.6,308.3,47.8,84,0,0,0,0,0,0,0.31595430690279913,15.102615869953798,10.699999999999989
365,L47544,L,297.6,308.4,55.2,86,0,0,0,0,0,0,0.31595430690052007,17.440677740908708,10.799999999999955
366,L47545,L,297.6,308.4,57.5,88,0,0,0,0,0,0,0.31595430689601145,18.167372646520658,10.799999999999955
367,M15226,M,297.6,308.5,40.9,90,0,0,0,0,0,0,0.31595430690964665,12.922531152604547,10.899999999999977
368,M15227,M,297.6,308.4,38.3,93,0,0,0,0,0,0,0.3159543069104965,12.101049954672014,10.799999999999955
369,L47548,L,297.5,308.4,39.5,96,0,0,0,0,0,0,0.31595430690613263,12.480195122792239,10.899999999999977
370,H29783,H,297.5,308.4,36.1,98,0,0,0,0,0,0,0.3159543069113555,11.405950479499934,10.899999999999977
371,M15230,M,297.5,308.3,37.2,103,0,0,0,0,0,0,0.3159543069129145,11.75350021716042,10.800000000000011
372,L47551,L,297.5,308.4,38.1,106,0,0,0,0,0,0,0.31595430691213044,12.03785909335217,10.899999999999977
373,M15232,M,297.4,308.3,51.7,108,0,0,0,0,0,0,0.31595430690036574,16.33483766674891,10.900000000000034
374,L47553,L,297.4,308.3,42.0,111,0,0,0,0,0,0,0.3159543069009018,13.270080889837876,10.900000000000034
375,L47554,L,297.4,308.3,43.0,113,0,0,0,0,0,0,0.3159543069023024,13.586035196799005,10.900000000000034
376,L47555,L,297.4,308.2,37.4,115,0,0,0,0,0,0,0.31595430690864973,11.8166910783835,10.800000000000011
377,M15236,M,297.4,308.2,51.9,117,0,0,0,0,0,0,0.3159543069000544,16.39802852811282,10.800000000000011
378,M15237,M,297.4,308.2,53.9,120,0,0,0,0,0,0,0.31595430690179543,17.029937142006773,10.800000000000011
379,L47558,L,297.3,308.2,29.4,123,0,0,0,0,0,0,0.3159543069176989,9.289056623380347,10.899999999999977
380,L47559,L,297.3,308.2,26.8,125,0,0,0,0,0,0,0.3159543069176989,8.46757542539433,10.899999999999977
381,L47560,L,297.5,308.3,12.8,127,1,0,0,1,0,0,0.31595430692961135,4.044215128699025,10.800000000000011
382,L47561,L,297.5,308.5,40.4,129,0,0,0,0,0,0,0.3159543069093373,12.764553999137226,11.0
383,L47562,L,297.5,308.5,48.0,131,0,0,0,0,0,0,0.3159543068943359,15.165806730928123,11.0
384,M15243,M,297.5,308.6,27.0,133,0,0,0,0,0,0,0.31595430692014326,8.530766286843868,11.100000000000023
385,L47564,L,297.5,308.5,26.8,136,0,0,0,0,0,0,0.31595430691634124,8.467575425357946,11.0
386,M15245,M,297.6,308.6,45.4,138,0,0,0,0,0,0,0.3159543069010529,14.344325533307803,11.0
387,L47566,L,297.6,308.7,50.9,141,0,0,0,0,0,0,0.3159543068927655,16.08207422084176,11.099999999999966
388,L47567,L,297.7,308.7,60.4,143,0,0,0,0,0,0,0.3159543068848655,19.083640135845876,11.0
389,L47568,L,297.6,308.7,48.2,145,0,0,0,0,0,0,0.31595430690396453,15.22899759277109,11.099999999999966
390,M15249,M,297.6,308.7,54.8,147,0,0,0,0,0,0,0.31595430690059684,17.314296018152707,11.099999999999966
391,L47570,L,297.6,308.7,46.7,150,0,0,0,0,0,0,0.31595430690429666,14.755066132430654,11.099999999999966
392,L47571,L,297.6,308.6,38.1,152,0,0,0,0,0,0,0.3159543069062538,12.03785909312827,11.0
393,M15252,M,297.6,308.5,43.4,154,0,0,0,0,0,0,0.3159543069061933,13.712416919728788,10.899999999999977
394,M15253,M,297.5,308.4,52.2,157,0,0,0,0,0,0,0.31595430689573867,16.49281481995756,10.899999999999977
395,L47574,L,297.5,308.4,39.9,160,0,0,0,0,0,0,0.3159543069083788,12.606576845644312,10.899999999999977
396,L47575,L,297.4,308.3,37.7,162,0,0,0,0,0,0,0.31595430691059395,11.911477370529393,10.900000000000034
397,L47576,L,297.4,308.3,42.6,164,0,0,0,0,0,0,0.3159543069061933,13.459653474203835,10.900000000000034
398,M15257,M,297.4,308.3,28.9,166,0,0,0,0,0,0,0.3159543069182992,9.131079469938845,10.900000000000034
399,H29812,H,297.4,308.3,43.6,169,0,0,0,0,0,0,0.3159543069069084,13.775607781141206,10.900000000000034
400,L47579,L,297.4,308.4,49.7,174,0,0,0,0,0,0,0.3159543068993402,15.702929052897208,11.0
401,L47580,L,297.4,308.5,16.9,176,0,0,0,0,0,0,0.3159543069250973,5.339627787034144,11.100000000000023
402,L47581,L,297.5,308.5,30.4,178,0,0,0,0,0,0,0.3159543069166771,9.605010930266983,11.0
403,L47582,L,297.4,308.6,32.3,180,0,0,0,0,0,0,0.3159543069151361,10.205324113358895,11.200000000000045
404,L47583,L,297.3,308.6,59.8,182,0,0,0,0,0,0,0.31595430688777887,18.894067551889176,11.300000000000011
405,L47584,L,297.3,308.6,45.9,184,0,0,0,0,0,0,0.3159543068904723,14.50230268627268,11.300000000000011
406,L47585,L,297.3,308.5,57.6,186,0,0,0,0,0,0,0.31595430689573867,18.198968077194547,11.199999999999989
407,L47586,L,297.4,308.6,51.9,188,0,0,0,0,0,0,0.3159543069028693,16.398028528258916,11.200000000000045
408,M15267,M,297.4,308.5,42.1,190,0,0,0,0,0,0,0.31595430691195114,13.301676320993144,11.100000000000023
409,M15268,M,297.4,308.6,44.4,193,0,0,0,0,0,0,0.3159543069025165,14.028371226471734,11.200000000000045
410,L47589,L,297.4,308.6,41.3,196,0,0,0,0,0,0,0.3159543069042306,13.048912875144723,11.200000000000045
411,M15270,M,297.5,308.6,44.9,198,0,0,0,0,0,0,0.31595430690507464,14.18634838003785,11.100000000000023
412,L47591,L,297.5,308.7,44.3,201,0,0,0,0,0,0,0.3159543069021586,13.996775795765625,11.199999999999989
413,L47592,L,297.5,308.6,48.2,203,0,0,0,0,0,0,0.31595430689901655,15.228997592532599,11.100000000000023
414,L47593,L,297.4,308.4,34.5,205,0,0,0,0,0,0,0.3159543069106909,10.900423588418835,11.0
415,L47594,L,297.4,308.4,32.5,207,0,0,0,0,0,0,0.3159543069114021,10.268514974620567,11.0
416,L47595,L,297.5,308.4,42.8,209,0,0,0,0,0,0,0.3159543069074293,13.522844335637974,10.899999999999977
417,L47596,L,297.4,308.5,37.8,211,0,0,0,0,0,0,0.3159543069064942,11.94307280106548,11.100000000000023
418,L47597,L,297.4,308.4,50.1,213,0,0,0,0,0,0,0.31595430689950055,15.829310775664977,11.0
419,L47598,L,297.4,308.4,17.7,0,0,0,0,0,0,0,0.315954306925802,5.592391232586695,11.0
420,M15279,M,297.3,308.3,38.2,2,0,0,0,0,0,0,0.3159543069068497,12.06945452384166,11.0
421,M15280,M,297.3,308.3,39.6,5,0,0,0,0,0,0,0.3159543068909013,12.511790552879692,11.0
422,M15281,M,297.3,308.3,31.1,8,0,0,0,0,0,0,0.3159543069143395,9.82617894503596,11.0
423,L47602,L,297.3,308.3,55.2,11,0,0,0,0,0,0,0.31595430689414383,17.44067774055674,11.0
424,L47603,L,297.3,308.3,43.9,13,0,0,0,0,0,0,0.3159543069058267,13.870394073165793,11.0
425,L47604,L,297.3,308.4,45.7,15,0,0,0,0,0,0,0.3159543069022306,14.439111825431938,11.099999999999966
426,M15285,M,297.3,308.4,28.9,17,0,0,0,0,0,0,0.31595430691464793,9.131079469833324,11.099999999999966
427,L47606,L,297.4,308.5,44.9,20,0,0,0,0,0,0,0.3159543069068497,14.186348380117552,11.100000000000023
428,M15287,M,297.5,308.5,42.2,22,0,0,0,0,0,0,0.31595430690655385,13.333271751456573,11.0
429,M15288,M,297.6,308.6,36.9,25,0,0,0,0,0,0,0.3159543069117245,11.658713925042633,11.0
430,L47609,L,297.5,308.6,62.3,28,0,0,0,0,0,0,0.3159543068793135,19.683953318581228,11.100000000000023
431,L47610,L,297.5,308.6,37.1,30,0,0,0,0,0,0,0.31595430691177007,11.72190478642667,11.100000000000023
432,L47611,L,297.5,308.5,41.9,32,0,0,0,0,0,0,0.3159543069033547,13.23848545925056,11.0
433,M15292,M,297.6,308.5,39.7,34,0,0,0,0,0,0,0.31595430690468895,12.543385984116153,10.899999999999977
434,M15293,M,297.6,308.5,23.7,37,0,0,0,0,0,0,0.31595430692029264,7.488117074010935,10.899999999999977
435,M15294,M,297.5,308.5,44.7,40,0,0,0,0,0,0,0.3159543069058267,14.123157518690455,11.0
436,L47615,L,297.4,308.3,41.2,43,0,0,0,0,0,0,0.3159543069063743,13.017317444542623,10.900000000000034
437,L47616,L,297.3,308.3,36.3,45,0,0,0,0,0,0,0.3159543069070253,11.469141340725018,11.0
438,L47617,L,297.3,308.3,38.5,47,0,0,0,0,0,0,0.31595430690891707,12.164240815993308,11.0
439,L47618,L,297.4,308.4,52.2,49,0,0,0,0,0,0,0.31595430689490484,16.492814819914035,11.0
440,M15299,M,297.4,308.3,34.6,51,0,0,0,0,0,0,0.31595430690875714,10.932019019042997,10.900000000000034
441,L47620,L,297.4,308.5,39.2,54,0,0,0,0,0,0,0.3159543068990978,12.385408830444636,11.100000000000023
442,H29855,H,297.5,308.5,46.6,56,0,0,0,0,0,0,0.3159543068994205,14.723470701512996,11.0
443,L47622,L,297.4,308.5,61.5,61,1,0,0,1,0,0,0.31595430689989734,19.431189874343687,11.100000000000023
444,H29857,H,297.4,308.5,45.1,63,0,0,0,0,0,0,0.31595430690488263,14.249539241410208,11.100000000000023
445,L47624,L,297.4,308.4,37.2,68,0,0,0,0,0,0,0.315954306911121,11.753500217093702,11.0
446,L47625,L,297.5,308.6,26.7,70,0,0,0,0,0,0,0.3159543069188439,8.435979994733133,11.100000000000023
447,L47626,L,297.5,308.6,39.0,72,0,0,0,0,0,0,0.315954306903763,12.322217969246758,11.100000000000023
448,M15307,M,297.6,308.7,59.9,74,0,0,0,0,0,0,0.31595430689802195,18.925662983191515,11.099999999999966
449,L47628,L,297.5,308.6,44.9,77,0,0,0,0,0,0,0.31595430690964665,14.186348380243134,11.100000000000023
450,L47629,L,297.6,308.7,37.9,79,0,0,0,0,0,0,0.3159543069129145,11.974668231999459,11.099999999999966
451,M15310,M,297.6,308.7,41.7,81,0,0,0,0,0,0,0.3159543069014269,13.175294597789502,11.099999999999966
